Altium Designer Pick and Place Locations
C:\PCB Projects\POGO_Tester_Rev1\Project Outputs for POGO_Tester_Rev1\Pick Place for POGO_Tester_Rev1.txt
R294A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        68.5315      168.1377     90       "RES 39K OHM 1% 1/3W 0402" 
R293A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        67.8203      169.7887     270      "RES 39K OHM 1% 1/3W 0402" 
R292A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        67.4901      174.1829     90       "RES 39K OHM 1% 1/3W 0402" 
R291A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        68.5061      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R290A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        69.8015      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R289A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        70.4873      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R288A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        69.8269      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R287A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        70.4873      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R286A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        69.2427      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R285A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        69.9031      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R284A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        69.2173      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R283A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        69.9031      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R282A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        69.2427      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R281A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        69.5221      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R280A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        71.1731      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R279A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        71.9097      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R278A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        71.1985      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R277A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        71.9097      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R276A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        70.6143      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R275A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        71.3255      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R274A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        70.5889      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R273A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        71.3255      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R272A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        70.6143      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R271A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        70.5381      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R270A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        72.5701      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R269A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        73.3067      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R268A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        72.5955      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R267A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        73.3067      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R266A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        72.0113      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R265A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        72.7225      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R264A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        71.9859      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R263A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        72.7225      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R262A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        72.0113      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R261A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        71.5541      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R260A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        73.9671      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R259A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        74.7037      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R258A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        73.9925      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R257A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        74.7037      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R256A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        73.4083      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R255A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        74.1195      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R254A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        73.3829      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R253A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        74.1195      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R252A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        73.4083      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R251A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        72.5701      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R250A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        75.3895      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R249A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        76.2023      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R248A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        75.4149      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R247A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        76.1769      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R246A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        74.8053      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R245A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        75.5419      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R244A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        74.7799      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R243A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        75.5419      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R242A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        74.8307      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R241A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        73.5861      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R240A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        76.7865      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R239A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        77.5231      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R238A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        76.8373      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R237A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        77.5231      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R236A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        76.2277      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R235A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        76.9389      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R234A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        76.2023      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R233A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        76.9389      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R232A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        76.2277      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R231A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        74.6021      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R230A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        78.1327      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R229A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        78.7931      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R228A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        78.1835      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R227A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        78.8185      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R226A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        77.5993      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R225A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        78.2597      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R224A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        77.5993      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R223A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        78.3105      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R222A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        77.5993      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R221A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        75.5927      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R220A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        79.4789      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R219A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        80.1647      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R218A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        79.5043      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R217A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        80.2663      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R216A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        79.0471      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R215A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        79.6821      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R214A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        78.9201      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R213A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        79.7075      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R212A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        78.9709      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R211A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        76.4055      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R210A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        80.9775      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R209A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        81.7395      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R208A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        80.9775      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R207A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        81.7395      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R206A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        80.3933      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R205A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        81.1553      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R204A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        80.3933      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R203A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        81.1553      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R202A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        80.3933      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R201A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        77.4469      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R200A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        82.3999      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R199A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        83.0857      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R198A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        82.3999      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R197A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        83.0857      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R196A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        81.8157      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R195A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        82.5015      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R194A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        81.8157      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R193A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        82.5015      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R192A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        81.8157      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R191A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        78.4629      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R190A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        83.7715      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R189A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        84.4827      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R188A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        83.7715      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R187A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        84.4827      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R186A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        83.1873      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R185A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        83.8985      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R184A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        83.1873      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R183A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        83.8985      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R182A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        83.1873      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R181A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        79.4789      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R180A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        85.1685      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R179A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        85.8797      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R178A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        85.1685      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R177A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        85.8797      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R176A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        84.5843      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R175A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        85.2955      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R174A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        84.5843      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R173A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        85.2955      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R172A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        84.5843      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R171A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        80.4949      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R170A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        86.5909      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R169A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        87.3275      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R168A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        86.5909      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R167A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        87.3275      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R166A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        86.0067      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R165A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        86.7433      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R164A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        86.0067      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R163A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        86.7433      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R162A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        86.0067      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R161A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        81.5363      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R160A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        88.0387      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R159A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        88.7499      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R158A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        88.0387      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R157A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        88.7499      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R156A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        87.4545      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R155A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        88.1657      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R154A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        87.4545      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R153A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        88.1657      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R152A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        87.4545      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R151A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        82.5523      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R150A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        89.3849      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R149A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        90.0961      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R148A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        89.3849      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R147A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        90.0961      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R146A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        88.8007      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R145A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        89.5119      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R144A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        88.8007      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R143A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        89.5119      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R142A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        88.8007      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R141A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        83.5683      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R140A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        90.7819      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R139A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        91.5185      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
R138A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        90.7819      189.9309     90       "RES 39K OHM 1% 1/3W 0402" 
R137A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        91.5185      191.8867     270      "RES 39K OHM 1% 1/3W 0402" 
R136A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        90.1977      161.8639     90       "RES 39K OHM 1% 1/3W 0402" 
R135A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        90.9343      164.0229     270      "RES 39K OHM 1% 1/3W 0402" 
R134A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        90.1977      165.8263     90       "RES 39K OHM 1% 1/3W 0402" 
R133A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        90.9343      168.1377     270      "RES 39K OHM 1% 1/3W 0402" 
R132A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        90.1977      169.7887     90       "RES 39K OHM 1% 1/3W 0402" 
R131A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        84.5843      174.1829     270      "RES 39K OHM 1% 1/3W 0402" 
R130A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        92.2297      186.0193     90       "RES 39K OHM 1% 1/3W 0402" 
R129A      RCS040239K0FKED    TopLayer    DEFAULT_RESISTOR_0402                        92.9155      187.9751     270      "RES 39K OHM 1% 1/3W 0402" 
